hour,t(sec),"P1 (kW)","Q1 (kvar)","P2 (kW)","Q2 (kvar)","P3 (kW)","Q3 (kvar)"
10, 0.28900, -120.59, 0.000529667, -125.766, 0.000888803, -122.057, 0.000743823
10, 0.29000, -124.642, 0.000734217, -129.579, 0.00107036, -126.062, 0.000923301
10, 0.29100, -128.517, 0.000874189, -133.224, 0.00119222, -129.892, 0.00104257
10, 0.29200, -132.215, 0.000964887, -136.701, 0.00126845, -133.545, 0.00111588
10, 0.29300, -135.737, 0.0010183, -140.011, 0.00131007, -137.023, 0.00115443
10, 0.29400, -139.086, 0.00104375, -143.158, 0.00132568, -140.329, 0.00116698
10, 0.29500, -142.267, 0.00104849, -146.145, 0.00132194, -143.467, 0.00116035
10, 0.29600, -145.285, 0.00103808, -148.978, 0.00130401, -146.444, 0.00113983
10, 0.29700, -148.147, 0.00101682, -151.663, 0.00127584, -149.266, 0.00110947
10, 0.29800, -150.859, 0.000987963, -154.207, 0.00124047, -151.938, 0.00107238
10, 0.29900, -153.428, 0.000953985, -156.615, 0.00120021, -154.469, 0.0010309
10, 0.30000, -155.861, 0.000916755, -158.894, 0.00115682, -156.864, 0.000986825
10, 0.30100, -158.165, 0.000877667, -161.051, 0.00111162, -159.13, 0.000941465
10, 0.30200, -160.345, 0.000849832, -163.092, 0.00106216, -161.274, 0.000883218
10, 0.30300, -162.408, 0.000814226, -165.021, 0.00101462, -163.302, 0.000834957
10, 0.30400, -164.36, 0.000775738, -166.846, 0.000968459, -165.22, 0.000790857
10, 0.30500, -166.206, 0.000737578, -168.571, 0.000923371, -167.033, 0.000748176
10, 0.30600, -167.953, 0.000700211, -170.203, 0.000879568, -168.748, 0.00070709
10, 0.30700, -169.606, 0.000663917, -171.745, 0.000837193, -170.369, 0.00066773
10, 0.30800, -171.169, 0.000628887, -173.203, 0.000796337, -171.901, 0.000630165
10, 0.30900, -172.647, 0.000595239, -174.581, 0.000757051, -173.349, 0.000594419
10, 0.31000, -174.045, 0.00056304, -175.883, 0.000719361, -174.719, 0.000560482
10, 0.31100, -175.367, 0.000532319, -177.115, 0.000683266, -176.013, 0.00052832
10, 0.31200, -176.617, 0.000503076, -178.278, 0.000648753, -177.236, 0.000497886
10, 0.31300, -177.799, 0.000475291, -179.378, 0.000615793, -178.392, 0.000469119
10, 0.31400, -178.916, 0.00044893, -180.418, 0.000584349, -179.485, 0.000441953
10, 0.31500, -179.973, 0.000423948, -181.4, 0.00055438, -180.518, 0.000416317
10, 0.31600, -180.972, 0.000400297, -182.329, 0.000525837, -181.494, 0.00039214
10, 0.31700, -181.917, 0.000377921, -183.206, 0.00049867, -182.416, 0.000369347
10, 0.31800, -182.81, 0.000356764, -184.035, 0.000472827, -183.288, 0.000347869
10, 0.31900, -183.655, 0.00033677, -184.819, 0.000448256, -184.112, 0.000327633
10, 0.32000, -184.453, 0.000317881, -185.56, 0.000424904, -184.89, 0.000308574
10, 0.32100, -185.208, 0.000300043, -186.26, 0.000402719, -185.626, 0.000290624
10, 0.32200, -185.922, 0.000283199, -186.921, 0.000381649, -186.322, 0.000273723
10, 0.32300, -186.597, 0.000267299, -187.546, 0.000361644, -186.979, 0.000257808
10, 0.32400, -187.234, 0.000252291, -188.137, 0.000342655, -187.6, 0.000242825
10, 0.32500, -187.838, 0.000238126, -188.695, 0.000324634, -188.186, 0.000228719
10, 0.32600, -188.408, 0.00022476, -189.222, 0.000307537, -188.741, 0.000215438
10, 0.32700, -188.947, 0.000212146, -189.72, 0.000291318, -189.265, 0.000202935
10, 0.32800, -189.456, 0.000200244, -190.191, 0.000275935, -189.76, 0.000191163
10, 0.32900, -189.938, 0.000189013, -190.636, 0.000261347, -190.228, 0.000180081
10, 0.33000, -190.393, 0.000178417, -191.057, 0.000247515, -190.671, 0.000169646
10, 0.33100, -190.824, 0.000168418, -191.454, 0.000234402, -191.088, 0.000159822
10, 0.33200, -191.23, 0.000158984, -191.829, 0.000221972, -191.483, 0.000150571
10, 0.33300, -191.615, 0.000150083, -192.184, 0.00021019, -191.856, 0.00014186
10, 0.33400, -191.979, 0.000141683, -192.519, 0.000199025, -192.209, 0.000133657
10, 0.33500, -192.323, 0.000133757, -192.836, 0.000188444, -192.542, 0.000125933
10, 0.33600, -192.648, 0.000126279, -193.135, 0.000178418, -192.857, 0.000118658
10, 0.33700, -192.955, 0.000119221, -193.418, 0.000168919, -193.155, 0.000111807
10, 0.33800, -193.245, 0.000112562, -193.685, 0.00015992, -193.436, 0.000105355
10, 0.33900, -193.52, 0.000106277, -193.938, 0.000151394, -193.701, 0.0000992767
10, 0.34000, -193.779, 0.000100346, -194.176, 0.000143319, -193.952, 0.0000935519
10, 0.34100, -194.024, 0.0000947484, -194.402, 0.000135669, -194.19, 0.0000881592
10, 0.34200, -194.256, 0.0000894656, -194.615, 0.000128425, -194.414, 0.0000830791
10, 0.34300, -194.475, 0.0000844796, -194.816, 0.000121563, -194.626, 0.0000782934
10, 0.34400, -194.683, 0.0000797736, -195.006, 0.000115065, -194.826, 0.0000737848
10, 0.34500, -194.878, 0.0000753317, -195.186, 0.000108912, -195.015, 0.0000695371
10, 0.34600, -195.064, 0.000071139, -195.355, 0.000103085, -195.194, 0.000065535
10, 0.34700, -195.239, 0.0000671812, -195.516, 0.0000975675, -195.362, 0.0000617641
10, 0.34800, -195.404, 0.0000634453, -195.667, 0.0000923433, -195.522, 0.0000582111
10, 0.34900, -195.56, 0.0000599185, -195.81, 0.0000873969, -195.673, 0.0000548631
10, 0.35000, -195.708, 0.0000565892, -195.946, 0.0000827139, -195.815, 0.0000517083
10, 0.35100, -195.848, 0.000053446, -196.073, 0.0000782802, -195.95, 0.0000487354
10, 0.35200, -195.98, 0.0000504786, -196.194, 0.0000740828, -196.077, 0.0000459339
10, 0.35300, -196.105, 0.000047677, -196.308, 0.0000701093, -196.197, 0.0000432937
10, 0.35400, -196.223, 0.0000450319, -196.416, 0.0000663477, -196.311, 0.0000408056
10, 0.35500, -196.334, 0.0000425345, -196.518, 0.0000627869, -196.418, 0.0000384607
10, 0.35600, -196.44, 0.0000401764, -196.614, 0.0000594164, -196.52, 0.0000362507
10, 0.35700, -196.539, 0.0000379498, -196.705, 0.0000562259, -196.615, 0.0000341679
10, 0.35800, -196.634, 0.0000358474, -196.791, 0.000053206, -196.706, 0.0000322048
10, 0.35900, -196.723, 0.0000338621, -196.872, 0.0000503475, -196.792, 0.0000303546
10, 0.36000, -196.807, 0.0000319874, -196.949, 0.0000476421, -196.872, 0.0000286107
10, 0.36100, -196.886, 0.000030217, -197.021, 0.0000450814, -196.949, 0.000026967
10, 0.36200, -196.962, 0.0000285452, -197.089, 0.0000426578, -197.021, 0.0000254177
10, 0.36300, -197.033, 0.0000269663, -197.154, 0.0000403641, -197.089, 0.0000239574
10, 0.36400, -197.1, 0.0000254753, -197.215, 0.0000381933, -197.154, 0.0000225809
10, 0.36500, -197.163, 0.0000240671, -197.273, 0.0000361388, -197.214, 0.0000212835
10, 0.36600, -197.223, 0.0000227371, -197.327, 0.0000341945, -197.272, 0.0000200605
10, 0.36700, -197.28, 0.0000214811, -197.379, 0.0000323544, -197.326, 0.0000189078
10, 0.36800, -197.334, 0.0000202947, -197.427, 0.0000306131, -197.378, 0.0000178212
10, 0.36900, -197.384, 0.0000191742, -197.473, 0.0000289652, -197.426, 0.0000167969
10, 0.37000, -197.432, 0.0000181159, -197.517, 0.0000274058, -197.472, 0.0000158315
10, 0.37100, -197.478, 0.0000171162, -197.558, 0.0000259301, -197.516, 0.0000149214
10, 0.37200, -197.521, 0.000016172, -197.597, 0.0000245336, -197.557, 0.0000140635
10, 0.37300, -197.561, 0.0000152801, -197.633, 0.0000232122, -197.595, 0.0000132549
10, 0.37400, -197.599, 0.0000144377, -197.668, 0.0000219617, -197.632, 0.0000124926
10, 0.37500, -197.635, 0.0000136418, -197.701, 0.0000207785, -197.666, 0.0000117741
10, 0.37600, -197.67, 0.0000128901, -197.732, 0.0000196588, -197.699, 0.0000110968
10, 0.37700, -197.702, 0.0000121799, -197.761, 0.0000185994, -197.73, 0.0000104583
10, 0.37800, -197.732, 0.0000115091, -197.788, 0.0000175969, -197.759, 9.85654E-6
10, 0.37900, -197.761, 0.0000108754, -197.814, 0.0000166483, -197.787, 9.28926E-6
10, 0.38000, -197.789, 0.0000102767, -197.839, 0.0000157508, -197.813, 8.75454E-6
10, 0.38100, -197.814, 9.71109E-6, -197.862, 0.0000149015, -197.837, 8.2505E-6
10, 0.38200, -197.839, 9.17677E-6, -197.884, 0.0000140979, -197.86, 7.77539E-6
10, 0.38300, -197.862, 8.67196E-6, -197.905, 0.0000133376, -197.882, 7.32755E-6
10, 0.38400, -197.884, 8.19504E-6, -197.924, 0.0000126182, -197.903, 6.90542E-6
10, 0.38500, -197.904, 7.74446E-6, -197.943, 0.0000119376, -197.923, 6.50752E-6
10, 0.38600, -197.924, 7.31876E-6, -197.96, 0.0000112935, -197.941, 6.13247E-6
10, 0.38700, -197.942, -0.0000160225, -197.977, 0.0000734442, -197.959, 2.03907E-6
10, 0.38800, -197.959, -9.64557E-6, -197.993, 0.0000269659, -197.975, 0.0000650281
10, 0.38900, -197.976, 0.000059834, -198.007, 0.0000227447, -197.991, 0.0000179549
10, 0.39000, -197.991, 0.0000392703, -198.021, 0.0000177228, -198.006, 0.0000146602
10, 0.39100, -198.006, 0.0000285219, -198.035, 0.0000140901, -198.02, 0.0000108172
10, 0.39200, -198.02, 0.000020764, -198.047, 0.0000114214, -198.033, 8.22804E-6
10, 0.39300, -198.033, 0.00001534, -198.059, 9.41524E-6, -198.045, 6.41664E-6
10, 0.39400, -198.046, -6.9405E-6, -198.068, 0.0000648123, -198.057, 1.71799E-6
10, 0.39500, -198.058, -4.52558E-6, -198.075, 0.0000236161, -198.067, 0.000058373
10, 0.39600, -198.067, 0.0000562652, -198.079, 0.0000182847, -198.073, 0.0000172294
10, 0.39700, -198.073, 0.000036131, -198.082, 0.0000131195, -198.077, 0.0000131061
10, 0.39800, -198.077, 0.0000253978, -198.084, 9.40645E-6, -198.08, 8.9781E-6
10, 0.39900, -198.08, 0.0000176952, -198.086, 6.76599E-6, -198.082, 6.19682E-6
10, 0.40000, -198.083, 0.0000123354, -198.087, 4.85923E-6, -198.083, 4.27788E-6
10, 0.40100, -198.084, 8.59656E-6, -198.088, 3.48726E-6, -198.084, 2.95498E-6
10, 0.40200, -198.085, 5.98971E-6, -198.088, 2.50065E-6, -198.085, 2.04248E-6
10, 0.40300, -198.086, 4.17249E-6, -198.089, 1.79179E-6, -198.086, 1.41269E-6
10, 0.40400, -198.086, 2.906E-6, -198.089, 1.28292E-6, -198.086, 9.77769E-7
10, 0.40500, -198.087, 2.02352E-6, -198.089, 9.17899E-7, -198.086, 6.77225E-7
10, 0.40600, -198.087, 1.40876E-6, -198.089, 6.56277E-7, -198.086, 4.69408E-7
10, 0.40700, -198.087, 9.80573E-7, -198.089, 4.68904E-7, -198.087, 3.25609E-7
10, 0.40800, -198.087, 6.82408E-7, -198.09, 3.34803E-7, -198.087, 2.26037E-7
10, 0.40900, -198.087, 4.74819E-7, -198.09, 2.38898E-7, -198.087, 1.5704E-7
10, 0.41000, -198.087, 3.3032E-7, -198.09, 1.70356E-7, -198.087, 1.09195E-7
10, 0.41100, -198.087, 2.29757E-7, -198.09, 1.21402E-7, -198.087, 7.59932E-8
10, 0.41200, -198.087, 1.59782E-7, -198.09, 8.64616E-8, -198.087, 5.2931E-8
10, 0.41300, -198.087, 1.11101E-7, -198.09, 6.15388E-8, -198.087, 3.69023E-8
10, 0.41400, -198.087, 7.72396E-8, -198.09, 4.37731E-8, -198.087, 2.57531E-8
10, 0.41500, -198.088, 5.36908E-8, -198.09, 3.11147E-8, -198.087, 1.79892E-8
10, 0.41600, -198.088, 3.73161E-8, -198.09, 2.21022E-8, -198.087, 1.25807E-8
10, 0.41700, -198.088, 2.59305E-8, -198.09, 1.56888E-8, -198.087, 8.80992E-9
10, 0.41800, -198.088, 1.80175E-8, -198.09, 1.11265E-8, -198.087, 6.17698E-9
10, 0.41900, -198.088, 1.2517E-8, -198.09, 7.88413E-9, -198.087, 4.33807E-9
10, 0.42000, -198.088, 8.69467E-9, -198.09, 5.57998E-9, -198.087, 3.05382E-9
10, 0.42100, -198.088, 6.0397E-9, -198.09, 3.94379E-9, -198.087, 2.15312E-9
10, 0.42200, -198.088, 4.19395E-9, -198.09, 2.78431E-9, -198.087, 1.52273E-9
10, 0.42300, -198.088, 2.9126E-9, -198.09, 1.9596E-9, -198.087, 1.08346E-9
10, 0.42400, -198.088, 2.02236E-9, -198.09, 1.37514E-9, -198.087, 7.73623E-10
10, 0.42500, -198.088, 1.40292E-9, -198.09, 9.61823E-10, -198.087, 5.56931E-10
10, 0.42600, -198.088, 9.74411E-10, -198.09, 6.67787E-10, -198.087, 4.0303E-10
10, 0.42700, -198.088, 6.76559E-10, -198.09, 4.61019E-10, -198.087, 2.96277E-10
10, 0.42800, -198.088, 4.69291E-10, -198.09, 3.13652E-10, -198.087, 2.20796E-10
10, 0.42900, -198.088, 3.25502E-10, -198.09, 2.09751E-10, -198.087, 1.67754E-10
10, 0.43000, -198.088, 2.26131E-10, -198.09, 1.34998E-10, -198.087, 1.32E-10
10, 0.43100, -198.088, 1.57386E-10, -198.09, 8.39937E-11, -198.087, 1.04337E-10
10, 0.43200, -198.088, 1.08628E-10, -198.09, 4.81523E-11, -198.087, 8.51433E-11
10, 0.43300, -198.088, 7.51502E-11, -198.09, 2.16241E-11, -198.087, 7.31525E-11
10, 0.43400, -198.088, 5.24324E-11, -198.09, 2.92494E-12, -198.087, 6.37519E-11
10, 0.43500, -198.088, 3.59832E-11, -198.09, -9.99717E-12, -198.087, 5.74364E-11
10, 0.43600, -198.088, 2.44736E-11, -198.09, -1.8219E-11, -198.087, 5.2416E-11
10, 0.43700, -198.088, 1.73591E-11, -198.09, -2.66446E-11, -198.087, 4.9884E-11
10, 0.43800, -198.088, 1.24546E-11, -198.09, -2.94094E-11, -198.087, 4.55038E-11
10, 0.43900, -198.088, 8.83119E-12, -198.09, -3.40951E-11, -198.087, 4.61005E-11
10, 0.44000, -198.088, 5.83168E-12, -198.09, -3.55503E-11, -198.087, 4.41651E-11
10, 0.44100, -198.088, 3.89855E-12, -198.09, -3.78495E-11, -198.087, 4.36849E-11
10, 0.44200, -198.088, 3.04681E-12, -198.09, -3.87372E-11, -198.087, 4.18804E-11
10, 0.44300, -198.088, 1.23646E-12, -198.09, -3.96249E-11, -198.087, 4.30009E-11
10, 0.44400, -198.088, 1.47793E-12, -198.09, -3.96831E-11, -198.087, 4.08618E-11
10, 0.44500, -198.088, 9.87711E-13, -198.09, -3.98577E-11, -198.087, 4.17494E-11
10, 0.44600, -198.088, 1.04546E-12, -198.09, -4.07745E-11, -198.087, 4.10218E-11
10, 0.44700, -198.088, 1.05774E-12, -198.09, -4.10218E-11, -198.087, 4.06872E-11
10, 0.44800, -198.088, 3.04226E-13, -198.09, -4.01196E-11, -198.087, 4.03525E-11
10, 0.44900, -198.088, 7.27596E-14, -198.09, -4.07599E-11, -198.087, 4.12256E-11
10, 0.45000, -198.088, 9.23137E-14, -198.09, -4.07308E-11, -198.087, 4.12983E-11
10, 0.45100, -198.088, 7.73071E-15, -198.09, -4.01924E-11, -198.087, 4.08327E-11
10, 0.45200, -198.088, -5.13864E-14, -198.09, -4.09636E-11, -198.087, 4.09927E-11
10, 0.45300, -198.088, 2.18279E-14, -198.09, -4.03234E-11, -198.087, 3.98286E-11
10, 0.45400, -198.088, 1.45519E-14, -198.09, -4.09054E-11, -198.087, 4.092E-11
10, 0.45500, -198.088, 1.31422E-13, -198.09, -4.06435E-11, -198.087, 4.09927E-11
10, 0.45600, -198.088, 1.50067E-14, -198.09, -4.092E-11, -198.087, 4.092E-11
10, 0.45700, -198.088, 8.32188E-14, -198.09, -4.10364E-11, -198.087, 4.02943E-11
10, 0.45800, -198.088, -1.40972E-14, -198.09, -4.10946E-11, -198.087, 4.09054E-11
10, 0.45900, -198.088, -4.08363E-13, -198.09, -4.05416E-11, -198.087, 4.092E-11
10, 0.46000, -198.088, -4.95675E-13, -198.09, -4.05416E-11, -198.087, 4.0658E-11
10, 0.46100, -198.088, 2.87855E-13, -198.09, -4.09345E-11, -198.087, 4.19532E-11
10, 0.46200, -198.088, 1.54159E-13, -198.09, -4.05271E-11, -198.087, 4.09054E-11
10, 0.46300, -198.088, 2.62389E-13, -198.09, -4.08327E-11, -198.087, 4.02943E-11
10, 0.46400, -198.088, 3.49701E-13, -198.09, -4.12983E-11, -198.087, 4.15603E-11
10, 0.46500, -198.088, -5.44333E-13, -198.09, -4.0789E-11, -198.087, 4.15166E-11
10, 0.46600, -198.088, -4.49745E-13, -198.09, -4.08472E-11, -198.087, 4.03088E-11
10, 0.46700, -198.088, 0, -198.09, -4.09345E-11, -198.087, 4.09782E-11
10, 0.46800, -198.088, -2.26009E-13, -198.09, -3.99887E-11, -198.087, 4.07308E-11
10, 0.46900, -198.088, -7.27596E-15, -198.09, -4.16476E-11, -198.087, 4.16039E-11
10, 0.47000, -198.088, -6.19821E-13, -198.09, -4.08618E-11, -198.087, 4.11237E-11
